,ZIPcode,TaxRateArea_CITY,AIN,RollYear,TaxRateArea,AssessorID,PropertyLocation,PropertyType,PropertyUseCode,GeneralUseType,SpecificUseType,SpecificUseDetail1,SpecificUseDetail2,totBuildingDataLines,YearBuilt,EffectiveYearBuilt,SQFTmain,Bedrooms,Bathrooms,Units,RecordingDate,LandValue,LandBaseYear,ImprovementValue,ImpBaseYear,TotalLandImpValue,HomeownersExemption,RealEstateExemption,FixtureValue,FixtureExemption,PersonalPropertyValue,PersonalPropertyExemption,isTaxableParcel?,TotalValue,TotalExemption,netTaxableValue,SpecialParcelClassification,AdministrativeRegion,Cluster,ParcelBoundaryDescription,HouseNo,HouseFraction,StreetDirection,StreetName,UnitNo,City,ZIPcode5,rowID,CENTER_LAT,CENTER_LON,Location 1
15585,91506-1008,BURBANK    ,2462009009,2017,2530,2462-009-009,1436 N KEYSTONE ST  BURBANK CA  91506,SFR,100,Residential,Single Family Residence, , ,1,1941,1969,1768,3,2,1,20100603,433985,2010,162156,2010,596141,7000,0,0,0,0,0,Y,596141,7000,589141, ,3,3183,TRACT NO 7452 LOT    9,1436, ,N,KEYSTONE ST, ,BURBANK CA,91506,20172500000000.0,34.18590517,-118.3334054,"(34.18590517, -118.33340538)"
15600,91506-1029,BURBANK    ,2462009024,2017,2530,2462-009-024,1220 N LAMER ST  BURBANK CA  91506,SFR,100,Residential,Single Family Residence, , ,1,1941,1967,2039,4,3,1,20031210,408188,2004,234962,2004,643150,0,0,0,0,0,0,Y,643150,0,643150, ,3,3183,TRACT NO 7452 LOT   25,1220, ,N,LAMER ST, ,BURBANK CA,91506,20172500000000.0,34.18533928,-118.3323125,"(34.18533928, -118.33231253)"
15635,91506-1117,BURBANK    ,2462010009,2017,2530,2462-010-009,1225 N REESE PL  BURBANK CA  91506,SFR,100,Residential,Single Family Residence, , ,1,1941,1941,978,2,1,1,20021113,169930,1991,107343,1991,277273,0,0,0,0,0,0,Y,277273,0,277273, ,3,3183,TRACT NO 5200 LOT   43,1225, ,N,REESE PL, ,BURBANK CA,91506,20172500000000.0,34.18550069,-118.32973419999999,"(34.18550069, -118.32973424)"
15636,91506-1117,BURBANK    ,2462010010,2017,2530,2462-010-010,1221 N REESE PL  BURBANK CA  91506,SFR,101,Residential,Single Family Residence, ,Pool,1,1941,1971,2401,3,3,1,20100506,157588,1996,268884,1996,426472,7000,0,0,0,0,0,Y,426472,7000,419472, ,3,3183,TRACT NO 5200 LOT   44,1221, ,N,REESE PL, ,BURBANK CA,91506,20172500000000.0,34.18534683,-118.32973740000001,"(34.18534683, -118.32973735)"
15637,91506-1117,BURBANK    ,2462010011,2017,2530,2462-010-011,1217 N REESE PL  BURBANK CA  91506,SFR,100,Residential,Single Family Residence, , ,1,1941,1950,1798,3,2,1,19850103,87497,1985,163585,1985,251082,7000,0,0,0,0,0,Y,251082,7000,244082, ,3,3183,TRACT NO 5200 LOT   45,1217, ,N,REESE PL, ,BURBANK CA,91506,20172500000000.0,34.18519297,-118.3297405,"(34.18519297, -118.32974046)"
15640,91506-1110,BURBANK    ,2462010014,2017,2530,2462-010-014,1216 N ORCHARD DR  BURBANK CA  91506,SFR,100,Residential,Single Family Residence, , ,1,1941,1980,1745,3,2,1,20100629,179124,1998,172249,1998,351373,7000,0,0,0,0,0,Y,351373,7000,344373, ,3,3183,TRACT NO 5200 LOT   48,1216, ,N,ORCHARD DR, ,BURBANK CA,91506,20172500000000.0,34.18519942,-118.3301537,"(34.18519942, -118.33015370)"
15641,91506-1110,BURBANK    ,2462010015,2017,2530,2462-010-015,1220 N ORCHARD DR  BURBANK CA  91506,SFR,100,Residential,Single Family Residence, , ,1,1941,1944,1550,3,2,1,20050922,199234,1999,141149,1999,340383,7000,0,0,0,0,0,Y,340383,7000,333383, ,3,3183,TRACT NO 5200 LOT   49,1220, ,N,ORCHARD DR, ,BURBANK CA,91506,20172500000000.0,34.18535327,-118.33015060000001,"(34.18535327, -118.33015060)"
15655,91506-1114,BURBANK    ,2462010029,2017,2530,2462-010-029,1230 N PARISH PL  BURBANK CA  91506,SFR,100,Residential,Single Family Residence, , ,1,1941,1973,1768,3,2,1,20020418,206448,2002,190320,2002,396768,7000,0,0,0,0,0,Y,396768,7000,389768, ,3,3183,TRACT NO 7452 LOT   47,1230, ,N,PARISH PL, ,BURBANK CA,91506,20172500000000.0,34.18560355,-118.3312203,"(34.18560355, -118.33122033)"
15666,91506-1135,BURBANK    ,2462010040,2017,2530,2462-010-040,1815 W VICTORY BLVD  BURBANK CA  91506,R-I,400,Residential,Four Units  (Any Combination),4 Stories or Less, ,1,1941,1941,1680,4,4,4,20161228,510000,2017,340000,2017,850000,0,0,0,0,505,0,Y,850505,0,850505, ,3,3414,TRACT NO 7452 EX OF ST LOT   58,1815, ,W,VICTORY BLVD, ,BURBANK CA,91506,20172500000000.0,34.1848068,-118.33123640000001,"(34.18480680, -118.33123638)"
15667,91506-1169,BURBANK    ,2462010041,2017,2530,2462-010-041,1813 W VICTORY BLVD  BURBANK CA  91506,R-I,400,Residential,Four Units  (Any Combination),4 Stories or Less, ,1,1941,1941,1680,4,4,4,20161228,510000,2017,340000,2017,850000,0,0,0,0,505,0,Y,850505,0,850505, ,3,3414,TRACT NO 7452 W 5 FT EX OF ST OF LOT 60 AND EX OF ST LOT   59,1813, ,W,VICTORY BLVD, ,BURBANK CA,91506,20172500000000.0,34.18480435,-118.3310794,"(34.18480435, -118.33107935)"
15737,91506-1123,BURBANK    ,2462012022,2017,2530,2462-012-022,1337 N SPARKS ST  BURBANK CA  91506,SFR,101,Residential,Single Family Residence, ,Pool,1,1941,1946,1183,3,2,1,20140613,480801,2014,120199,2014,601000,0,0,0,0,0,0,Y,601000,0,601000, ,3,3183,TRACT NO 9342 LOT  122,1337, ,N,SPARKS ST, ,BURBANK CA,91506,20172500000000.0,34.18765647,-118.3286539,"(34.18765647, -118.32865394)"
15761,91506-1118,BURBANK    ,2462013005,2017,2530,2462-013-005,1220 N REESE PL  BURBANK CA  91506,SFR,100,Residential,Single Family Residence, , ,1,1941,1941,1159,3,1,1,19930728,196821,1994,88737,1994,285558,7000,0,0,0,0,0,Y,285558,7000,278558, ,3,3183,TRACT NO 5200 LOT   11,1220, ,N,REESE PL, ,BURBANK CA,91506,20172500000000.0,34.18533717,-118.3291176,"(34.18533717, -118.32911762)"
15773,91506-1121,BURBANK    ,2462013017,2017,2530,2462-013-017,1223 N SPARKS ST  BURBANK CA  91506,SFR,100,Residential,Single Family Residence, , ,1,1941,1968,1211,2,2,1,19851203,70851,1986,171814,1986,242665,7000,0,0,0,0,0,Y,242665,7000,235665, ,3,3183,TRACT NO 9342 LOT  105,1223, ,N,SPARKS ST, ,BURBANK CA,91506,20172500000000.0,34.18537816,-118.3286622,"(34.18537816, -118.32866222)"
15848,91506-1144,BURBANK    ,2462016006,2017,2530,2462-016-006,1230 N GRIFFITH PARK DR  BURBANK CA  91506,SFR,100,Residential,Single Family Residence, , ,1,1941,1950,2190,3,2,1,20000731,222399,2001,133740,2001,356139,7000,0,0,0,0,0,Y,356139,7000,349139, ,3,3183,TRACT NO 9458 LOT  106,1230, ,N,GRIFFITH PARK DR, ,BURBANK CA,91506,20172500000000.0,34.185617799999996,-118.3258689,"(34.18561780, -118.32586885)"
15966,91505-1427,BURBANK    ,2463003006,2017,2530,2463-003-006,2028 N MAPLE ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1950,1500,3,2,1,19911024,39264,1975,52889,1975,92153,7000,0,0,0,0,0,Y,92153,7000,85153, ,3,3183,TRACT # 12315 LOT   18,2028, ,N,MAPLE ST, ,BURBANK CA,91505,20172500000000.0,34.1859398,-118.3531919,"(34.18593980, -118.35319192)"
15975,91505-1402,BURBANK    ,2463003015,2017,2530,2463-003-015,3803 W VICTORY BLVD  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1941,1440,3,2,1,20130829,81989,1982,54018,1982,136007,0,0,0,0,0,0,Y,136007,0,136007, ,3,3183,TRACT # 12315 LOT   27,3803, ,W,VICTORY BLVD, ,BURBANK CA,91505,20172500000000.0,34.18511095,-118.35262970000001,"(34.18511095, -118.35262971)"
15980,91505-1422,BURBANK    ,2463003020,2017,2530,2463-003-020,2029 N KENWOOD ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1990,2106,3,3,1,20130312,240315,2002,247634,2002,487949,0,0,0,0,0,0,Y,487949,0,487949, ,3,3183,TRACT # 12315 LOT   32,2029, ,N,KENWOOD ST, ,BURBANK CA,91505,20172500000000.0,34.18593542,-118.352746,"(34.18593542, -118.35274604)"
15986,91505-1444,BURBANK    ,2463004001,2017,2530,2463-004-001,2049 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1944,1302,2,2,1,20091110,518801,2008,129696,2008,648497,0,0,0,0,0,0,Y,648497,0,648497, ,3,3183,TRACT # 12518 LOT   13,2049, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18661162,-118.351649,"(34.18661162, -118.35164902)"
15987,91505-1444,BURBANK    ,2463004002,2017,2530,2463-004-002,2045 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1950,1550,2,2,1,19800118,118040,1980,66771,1980,184811,7000,0,0,0,0,0,Y,184811,7000,177811, ,3,3183,TRACT # 12518 LOT   14,2045, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18647424,-118.35165020000001,"(34.18647424, -118.35165021)"
15988,91505-1444,BURBANK    ,2463004003,2017,2530,2463-004-003,2041 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1985,2030,4,2,1,20161101,147058,1997,183782,1997,330840,7000,0,0,0,0,0,Y,330840,7000,323840, ,3,3183,TRACT # 12518 LOT   15,2041, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18633686,-118.3516514,"(34.18633686, -118.35165139)"
15989,91505-1444,BURBANK    ,2463004004,2017,2530,2463-004-004,2037 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1946,853,2,1,1,20090303,417961,2005,104485,2005,522446,0,0,0,0,0,0,Y,522446,0,522446, ,3,3183,TRACT # 12518 LOT   16,2037, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18619946,-118.35165259999998,"(34.18619946, -118.35165257)"
15990,91505-1444,BURBANK    ,2463004005,2017,2530,2463-004-005,2033 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1944,1351,2,2,1,20131004,443621,2014,110904,2014,554525,0,0,0,0,0,0,Y,554525,0,554525, ,3,3183,TRACT # 12518 LOT   17,2033, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18606208,-118.3516538,"(34.18606208, -118.35165376)"
15991,91505-1444,BURBANK    ,2463004006,2017,2530,2463-004-006,2029 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1941,906,2,1,1,19961122,148886,1997,84050,1997,232936,7000,0,0,0,0,0,Y,232936,7000,225936, ,3,3183,TRACT # 12518 LOT   18,2029, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18592469,-118.35165500000001,"(34.18592469, -118.35165495)"
15992,91505-1444,BURBANK    ,2463004007,2017,2530,2463-004-007,2025 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1969,1370,3,2,1,20090102,190185,1999,111088,1999,301273,7000,0,0,0,0,0,Y,301273,7000,294273, ,3,3183,TRACT # 12518 LOT   19,2025, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18578731,-118.3516561,"(34.18578731, -118.35165613)"
15993,91505-1444,BURBANK    ,2463004008,2017,2530,2463-004-008,2021 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1943,1044,2,1,1,20031112,195990,2000,56205,2000,252195,0,0,0,0,0,0,Y,252195,0,252195, ,3,3183,TRACT # 12518 LOT   20,2021, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18564992,-118.35165729999999,"(34.18564992, -118.35165732)"
15994,91505-1444,BURBANK    ,2463004009,2017,2530,2463-004-009,2017 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1965,1171,2,1,1,20140305,430946,2014,107735,2014,538681,0,0,0,0,0,0,Y,538681,0,538681, ,3,3183,TRACT # 12518 LOT   21,2017, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18551253,-118.3516585,"(34.18551253, -118.35165850)"
15995,91505-1444,BURBANK    ,2463004010,2017,2530,2463-004-010,2013 N SCREENLAND DR  BURBANK CA  91505,SFR,101,Residential,Single Family Residence, ,Pool,1,1941,1943,1217,2,1,1,20100518,96249,1982,76861,1982,173110,7000,0,0,0,0,0,Y,173110,7000,166110, ,3,3183,TRACT # 12518 LOT   22,2013, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.1853614,-118.3516598,"(34.18536140, -118.35165980)"
16006,91505-1421,BURBANK    ,2463004022,2017,2530,2463-004-022,2012 N KENWOOD ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1946,906,2,1,1,20100121,353682,2010,88417,2010,442099,7000,0,0,0,0,0,Y,442099,7000,435099, ,3,3183,TRACT # 12315 LOT   71,2012, ,N,KENWOOD ST, ,BURBANK CA,91505,20172500000000.0,34.18536579,-118.3521062,"(34.18536579, -118.35210615)"
16007,91505-1450,BURBANK    ,2463004023,2017,2530,2463-004-023,3721 W VICTORY BLVD  BURBANK CA  91505,R-I,300,Residential,Three Units (Any Combination),4 Stories or Less, ,2,1941,1957,2057,4,3,3,20130612,432903,2012,156386,2012,589289,0,0,0,0,0,0,Y,589289,0,589289, ,3,3414,TRACT # 12315 LOT   72,3721, ,W,VICTORY BLVD, ,BURBANK CA,91505,20172500000000.0,34.185107,-118.3522319,"(34.18510700, -118.35223185)"
16010,91505-1446,BURBANK    ,2463005001,2017,2530,2463-005-001,2145 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1990,2492,4,3,1,20090408,221284,2000,225169,2000,446453,7000,0,0,0,0,0,Y,446453,7000,439453, ,3,3183,TRACT # 12518 LOT    1,2145, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18826094,-118.35163659999999,"(34.18826094, -118.35163661)"
16011,91505-1446,BURBANK    ,2463005002,2017,2530,2463-005-002,2141 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1943,1455,4,2,1,20160708,484000,2017,121000,2017,605000,0,0,0,0,0,0,Y,605000,0,605000, ,3,3183,TRACT # 12518 LOT    2,2141, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18812289,-118.35163600000001,"(34.18812289, -118.35163599)"
16012,91505-1446,BURBANK    ,2463005003,2017,2530,2463-005-003,2137 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1945,1331,3,1,1,20130220,325903,2013,143289,2013,469192,0,0,0,0,0,0,Y,469192,0,469192, ,3,3183,TRACT # 12518 LOT    3,2137, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.187985499999996,-118.3516372,"(34.18798550, -118.35163716)"
16013,91505-1446,BURBANK    ,2463005004,2017,2530,2463-005-004,2133 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1941,865,2,1,1,20110427,39264,1975,17929,1975,57193,7000,0,0,0,0,0,Y,57193,7000,50193, ,3,3183,TRACT # 12518 LOT    4,2133, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18784812,-118.35163840000001,"(34.18784812, -118.35163836)"
16014,91505-1446,BURBANK    ,2463005005,2017,2530,2463-005-005,2129 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1942,1382,2,2,1,20091217,246935,2002,61728,2002,308663,7000,0,0,0,0,0,Y,308663,7000,301663, ,3,3183,TRACT # 12518 LOT    5,2129, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18771073,-118.3516395,"(34.18771073, -118.35163954)"
16015,91505-1446,BURBANK    ,2463005006,2017,2530,2463-005-006,2125 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1941,912,2,1,1,20091002,271810,1991,66970,1991,338780,0,0,0,0,0,0,Y,338780,0,338780, ,3,3183,TRACT # 12518 LOT    6,2125, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18757334,-118.35164070000002,"(34.18757334, -118.35164072)"
16016,91505-1446,BURBANK    ,2463005007,2017,2530,2463-005-007,2121 N SCREENLAND DR  BURBANK CA  91505,SFR,101,Residential,Single Family Residence, ,Pool,1,1941,1943,910,2,1,1,20130412,355658,2013,88913,2013,444571,0,0,0,0,0,0,Y,444571,0,444571, ,3,3183,TRACT # 12518 LOT    7,2121, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18743596,-118.3516419,"(34.18743596, -118.35164191)"
16017,91505-1446,BURBANK    ,2463005008,2017,2530,2463-005-008,2117 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1941,854,2,1,1,20141126,405937,2015,101483,2015,507420,7000,0,0,0,0,0,Y,507420,7000,500420, ,3,3183,TRACT # 12518 LOT    8,2117, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18729857,-118.35164309999999,"(34.18729857, -118.35164309)"
16018,91505-1446,BURBANK    ,2463005009,2017,2530,2463-005-009,2113 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1941,906,2,1,1,20061201,436900,2007,109100,2007,546000,0,0,0,0,0,0,Y,546000,0,546000, ,3,3183,TRACT # 12518 LOT    9,2113, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18716118,-118.3516443,"(34.18716118, -118.35164429)"
16019,91505-1446,BURBANK    ,2463005010,2017,2530,2463-005-010,2109 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1968,1365,3,2,1,20151023,512448,2016,128112,2016,640560,0,0,0,0,0,0,Y,640560,0,640560, ,3,3183,TRACT # 12518 LOT   10,2109, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18702379,-118.3516455,"(34.18702379, -118.35164546)"
16020,91505-1446,BURBANK    ,2463005011,2017,2530,2463-005-011,2105 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1946,1468,3,2,1,19800502,104279,1981,89046,1981,193325,7000,0,0,0,0,0,Y,193325,7000,186325, ,3,3183,TRACT # 12518 LOT   11,2105, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18688641,-118.35164669999999,"(34.18688641, -118.35164665)"
16021,91505-1446,BURBANK    ,2463005012,2017,2530,2463-005-012,2101 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1970,895,2,1,1,20020716,190303,1993,72398,1993,262701,7000,0,0,0,0,0,Y,262701,7000,255701, ,3,3183,TRACT # 12518 LOT   12,2101, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18674902,-118.3516478,"(34.18674902, -118.35164784)"
16034,91505-1539,BURBANK    ,2463006001,2017,2530,2463-006-001,2145 N PEPPER ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1967,2016,4,3,1,19940727,129810,1995,192342,1995,322152,0,0,0,0,0,0,Y,322152,0,322152, ,3,3183,TRACT # 12519 LOT    1,2145, ,N,PEPPER ST, ,BURBANK CA,91505,20172500000000.0,34.18824863,-118.3505456,"(34.18824863, -118.35054555)"
16035,91505-1539,BURBANK    ,2463006002,2017,2530,2463-006-002,2141 N PEPPER ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1949,1585,3,2,1,20111024,100814,1980,81160,1980,181974,7000,0,0,0,0,0,Y,181974,7000,174974, ,3,3183,TRACT # 12519 LOT    2,2141, ,N,PEPPER ST, ,BURBANK CA,91505,20172500000000.0,34.18811215,-118.3505449,"(34.18811215, -118.35054486)"
16036,91505-1539,BURBANK    ,2463006003,2017,2530,2463-006-003,2137 N PEPPER ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1944,907,2,1,1,19880328,39264,1975,18349,1975,57613,7000,0,0,0,0,0,Y,57613,7000,50613, ,3,3183,TRACT # 12519 LOT    3,2137, ,N,PEPPER ST, ,BURBANK CA,91505,20172500000000.0,34.18797475,-118.35054609999999,"(34.18797475, -118.35054605)"
16037,91505-1539,BURBANK    ,2463006004,2017,2530,2463-006-004,2133 N PEPPER ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1941,865,2,1,1,20130221,447500,2007,112500,2007,560000,0,0,0,0,0,0,Y,560000,0,560000, ,3,3183,TRACT # 12519 LOT    4,2133, ,N,PEPPER ST, ,BURBANK CA,91505,20172500000000.0,34.18783737,-118.35054720000001,"(34.18783737, -118.35054723)"
16038,91505-1539,BURBANK    ,2463006005,2017,2530,2463-006-005,2129 N PEPPER ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1941,860,2,1,1,20080214,96243,1985,48987,1985,145230,0,0,0,0,0,0,Y,145230,0,145230, ,3,3183,TRACT # 12519 LOT    5,2129, ,N,PEPPER ST, ,BURBANK CA,91505,20172500000000.0,34.18769999,-118.35054840000002,"(34.18769999, -118.35054842)"
16039,91505-1539,BURBANK    ,2463006006,2017,2530,2463-006-006,2125 N PEPPER ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1967,1575,3,2,1,20020814,198110,2000,142731,2000,340841,7000,0,0,0,0,0,Y,340841,7000,333841, ,3,3183,TRACT # 12519 LOT    6,2125, ,N,PEPPER ST, ,BURBANK CA,91505,20172500000000.0,34.18756261,-118.35054960000001,"(34.18756261, -118.35054959)"
16040,91505-1539,BURBANK    ,2463006007,2017,2530,2463-006-007,2121 N PEPPER ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1950,865,2,1,1,20021023,288516,2003,72124,2003,360640,7000,0,0,0,0,0,Y,360640,7000,353640, ,3,3183,TRACT # 12519 LOT    7,2121, ,N,PEPPER ST, ,BURBANK CA,91505,20172500000000.0,34.18742522,-118.3505508,"(34.18742522, -118.35055081)"
16041,91505-1539,BURBANK    ,2463006008,2017,2530,2463-006-008,2117 N PEPPER ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1944,1088,2,1,1,19930630,39264,1975,22362,1975,61626,0,0,0,0,0,0,Y,61626,0,61626, ,3,3183,TRACT # 12519 LOT    8,2117, ,N,PEPPER ST, ,BURBANK CA,91505,20172500000000.0,34.18728783,-118.35055200000001,"(34.18728783, -118.35055199)"
16042,91505-1539,BURBANK    ,2463006009,2017,2530,2463-006-009,2113 N PEPPER ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1941,907,2,1,1,20040916,394465,2004,48995,2004,443460,7000,0,0,0,0,0,Y,443460,7000,436460, ,3,3183,TRACT # 12519 LOT    9,2113, ,N,PEPPER ST, ,BURBANK CA,91505,20172500000000.0,34.18715045,-118.35055320000001,"(34.18715045, -118.35055316)"
16043,91505-1539,BURBANK    ,2463006010,2017,2530,2463-006-010,2109 N PEPPER ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1941,865,2,1,1,20010802,85674,1985,68716,1985,154390,7000,0,0,0,0,0,Y,154390,7000,147390, ,3,3183,TRACT # 12519 LOT   10,2109, ,N,PEPPER ST, ,BURBANK CA,91505,20172500000000.0,34.18701305,-118.3505544,"(34.18701305, -118.35055436)"
16044,91505-1539,BURBANK    ,2463006011,2017,2530,2463-006-011,2105 N PEPPER ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1961,1540,3,2,1,20050131,195826,1993,131439,1993,327265,7000,0,0,0,0,0,Y,327265,7000,320265, ,3,3183,TRACT # 12519 LOT   11,2105, ,N,PEPPER ST, ,BURBANK CA,91505,20172500000000.0,34.18687566,-118.3505555,"(34.18687566, -118.35055554)"
16045,91505-1539,BURBANK    ,2463006012,2017,2530,2463-006-012,2101 N PEPPER ST  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1950,1119,2,1,1,19950630,156733,1995,67578,1995,224311,7000,0,0,0,0,0,Y,224311,7000,217311, ,3,3183,TRACT # 12519 LOT   12,2101, ,N,PEPPER ST, ,BURBANK CA,91505,20172500000000.0,34.18673827,-118.3505567,"(34.18673827, -118.35055673)"
16046,91505-1445,BURBANK    ,2463006013,2017,2530,2463-006-013,2100 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1941,1113,2,1,1,20091001,358687,2010,108437,2010,467124,0,0,0,0,0,0,Y,467124,0,467124, ,3,3183,TRACT # 12518 LOT   38,2100, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18674266,-118.3510031,"(34.18674266, -118.35100310)"
16047,91505-1445,BURBANK    ,2463006014,2017,2530,2463-006-014,2104 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1950,1280,2,2,1,20141119,51757,1977,48876,1977,100633,7000,0,0,0,0,0,Y,100633,7000,93633, ,3,3183,TRACT # 12518 LOT   39,2104, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18688005,-118.35100190000001,"(34.18688005, -118.35100191)"
16048,91505-1445,BURBANK    ,2463006015,2017,2530,2463-006-015,2108 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1944,1318,2,1,1,20100211,39264,1975,28284,1975,67548,0,0,0,0,0,0,Y,67548,0,67548, ,3,3183,TRACT # 12518 LOT   40,2108, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18701745,-118.3510007,"(34.18701745, -118.35100072)"
16049,91505-1445,BURBANK    ,2463006016,2017,2530,2463-006-016,2112 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1962,1621,3,2,1,20160510,493680,2016,123420,2016,617100,0,0,0,0,0,0,Y,617100,0,617100, ,3,3183,TRACT # 12518 LOT   41,2112, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18715483,-118.35099950000001,"(34.18715483, -118.35099953)"
16050,91505-1445,BURBANK    ,2463006017,2017,2530,2463-006-017,2116 N SCREENLAND DR  BURBANK CA  91505,SFR,100,Residential,Single Family Residence, , ,1,1941,1941,906,2,1,1,20060828,39264,1975,19414,1975,58678,7000,0,0,0,0,0,Y,58678,7000,51678, ,3,3183,TRACT # 12518 LOT   42,2116, ,N,SCREENLAND DR, ,BURBANK CA,91505,20172500000000.0,34.18729222,-118.35099840000002,"(34.18729222, -118.35099835)"
